Column1,Column2,,,Column3,Column4,Column5,,Column6,Column7,Column8,Column9,,Column10,Column11,Column12,Column13,Column14,Column15,Column16,Column17,Column18,Column19,Column20,Column21,Column22,Column23,Column24,Column25,Column26,Column27,Column28,Column29
2015,STRING_GOODS_2015,,T_NEWYORK,GOODS_OTHER,602,디퓨져,GOODS_GOLD,ITEM_RARE_N,100,4000,4000,3,3,1,45,0,0,5,0,0,icon_item_20071_1.png|icon_item_20071_1.png|icon_item_20071_1.png|icon_item_20071_1.png|icon_item_20071_1.png,shop_item_0233_1.png|shop_item_0233_2.png|shop_item_0233_3.png|shop_item_0233_4.png|shop_item_0233_5.png,item_0233_1_f_1.png|item_0233_1_f_2.png|item_0233_1_f_3.png|item_0233_1_f_4.png,item_0233_2_f_1.png|item_0233_2_f_2.png|item_0233_2_f_3.png|item_0233_2_f_4.png,item_0233_3_f_1.png|item_0233_3_f_2.png|item_0233_3_f_3.png|item_0233_3_f_4.png,item_0233_4_f_1.png|item_0233_4_f_1.png|item_0233_4_f_2.png|item_0233_4_f_2.png,item_0233_5_f_1.png|item_0233_5_f_1.png|item_0233_5_f_2.png|item_0233_5_f_2.png,item_0233_1_b_1.png|item_0233_1_b_2.png|item_0233_1_b_3.png|item_0233_1_b_4.png,item_0233_2_b_1.png|item_0233_2_b_2.png|item_0233_2_b_3.png|item_0233_2_b_4.png,item_0233_3_b_1.png|item_0233_3_b_2.png|item_0233_3_b_3.png|item_0233_3_b_4.png,item_0233_4_b_1.png|item_0233_4_b_1.png|item_0233_4_b_2.png|item_0233_4_b_2.png,item_0233_5_b_1.png|item_0233_5_b_1.png|item_0233_5_b_2.png|item_0233_5_b_2.png
2016,STRING_GOODS_2016,,T_BEIJING,GOODS_OTHER,602,유자청,GOODS_EXP,ITEM_RARE_N,100,3000,3000,3,3,1,0,10,0,0,5,0,icon_item_20072_1.png|icon_item_20072_1.png|icon_item_20072_1.png|icon_item_20072_1.png|icon_item_20072_1.png,shop_item_0223_1.png|shop_item_0223_2.png|shop_item_0223_3.png|shop_item_0223_4.png|shop_item_0223_5.png,item_0223_1_f_1.png|item_0223_1_f_2.png|item_0223_1_f_3.png|item_0223_1_f_4.png,item_0223_2_f_1.png|item_0223_2_f_2.png|item_0223_2_f_3.png|item_0223_2_f_4.png,item_0223_3_f_1.png|item_0223_3_f_1.png|item_0223_3_f_2.png|item_0223_3_f_2.png,item_0223_4_f_1.png|item_0223_4_f_1.png|item_0223_4_f_2.png|item_0223_4_f_2.png,item_0223_5_f_1.png|item_0223_5_f_1.png|item_0223_5_f_2.png|item_0223_5_f_2.png,item_0223_1_b_1.png|item_0223_1_b_2.png|item_0223_1_b_3.png|item_0223_1_b_4.png,item_0223_2_b_1.png|item_0223_2_b_2.png|item_0223_2_b_3.png|item_0223_2_b_4.png,item_0223_3_b_1.png|item_0223_3_b_1.png|item_0223_3_b_2.png|item_0223_3_b_2.png,item_0223_4_b_1.png|item_0223_4_b_1.png|item_0223_4_b_2.png|item_0223_4_b_2.png,item_0223_5_b_1.png|item_0223_5_b_1.png|item_0223_5_b_2.png|item_0223_5_b_2.png
2017,STRING_GOODS_2017,,T_VENEZIA,GOODS_OTHER,602,접시세트,GOODS_GOLD,ITEM_RARE_N,100,3000,3000,3,3,1,40,0,0,5,0,0,icon_item_20073_1.png|icon_item_20073_1.png|icon_item_20073_1.png|icon_item_20073_1.png|icon_item_20073_1.png,shop_item_0217_1.png|shop_item_0217_2.png|shop_item_0217_3.png|shop_item_0217_4.png|shop_item_0217_5.png,item_0217_1_f_1.png|item_0217_1_f_1.png|item_0217_1_f_2.png|item_0217_1_f_2.png,item_0217_2_f_1.png|item_0217_2_f_1.png|item_0217_2_f_1.png|item_0217_2_f_1.png,item_0217_3_f_1.png|item_0217_3_f_1.png|item_0217_3_f_1.png|item_0217_3_f_1.png,item_0217_4_f_1.png|item_0217_4_f_1.png|item_0217_4_f_1.png|item_0217_4_f_1.png,item_0217_5_f_1.png|item_0217_5_f_1.png|item_0217_5_f_1.png|item_0217_5_f_1.png,item_0217_1_b_1.png|item_0217_1_b_1.png|item_0217_1_b_2.png|item_0217_1_b_2.png,item_0217_2_b_1.png|item_0217_2_b_1.png|item_0217_2_b_1.png|item_0217_2_b_1.png,item_0217_3_b_1.png|item_0217_3_b_1.png|item_0217_3_b_1.png|item_0217_3_b_1.png,item_0217_4_b_1.png|item_0217_4_b_1.png|item_0217_4_b_1.png|item_0217_4_b_1.png,item_0217_5_b_1.png|item_0217_5_b_1.png|item_0217_5_b_1.png|item_0217_5_b_1.png
2018,STRING_GOODS_2018,STRING_GOODS_second_2018,T_TOKYO,GOODS_OTHER,602,연어통조림,GOODS_EXP,ITEM_RARE_N,100,4000,4000,3,3,1,0,25,0,0,5,0,icon_item_20074_1.png|icon_item_20074_1.png|icon_item_20074_1.png|icon_item_20074_1.png|icon_item_20074_1.png,shop_item_0208_1.png|shop_item_0208_2.png|shop_item_0208_3.png|shop_item_0208_4.png|shop_item_0208_5.png,item_0208_1_f_1.png|item_0208_1_f_2.png|item_0208_1_f_3.png|item_0208_1_f_4.png,item_0208_2_f_1.png|item_0208_2_f_2.png|item_0208_2_f_3.png|item_0208_2_f_4.png,item_0208_3_f_1.png|item_0208_3_f_1.png|item_0208_3_f_2.png|item_0208_3_f_2.png,item_0208_4_f_1.png|item_0208_4_f_1.png|item_0208_4_f_2.png|item_0208_4_f_2.png,item_0208_5_f_1.png|item_0208_5_f_1.png|item_0208_5_f_1.png|item_0208_5_f_1.png,item_0208_1_b_1.png|item_0208_1_b_2.png|item_0208_1_b_3.png|item_0208_1_b_4.png,item_0208_2_b_1.png|item_0208_2_b_2.png|item_0208_2_b_3.png|item_0208_2_b_4.png,item_0208_3_b_1.png|item_0208_3_b_1.png|item_0208_3_b_2.png|item_0208_3_b_2.png,item_0208_4_b_1.png|item_0208_4_b_1.png|item_0208_4_b_2.png|item_0208_4_b_2.png,item_0208_5_b_1.png|item_0208_5_b_1.png|item_0208_5_b_1.png|item_0208_5_b_1.png
2019,STRING_GOODS_2019,STRING_GOODS_second_2019,T_BEIJING,GOODS_OTHER,602,초코버터,GOODS_EXP,ITEM_RARE_N,100,4000,4000,3,3,1,0,13,0,0,5,0,icon_item_20075_1.png|icon_item_20075_1.png|icon_item_20075_1.png|icon_item_20075_1.png|icon_item_20075_1.png,shop_item_0202_1.png|shop_item_0202_2.png|shop_item_0202_3.png|shop_item_0202_4.png|shop_item_0202_5.png,item_0202_1_f_1.png|item_0202_1_f_2.png|item_0202_1_f_3.png|item_0202_1_f_4.png,item_0202_2_f_1.png|item_0202_2_f_2.png|item_0202_2_f_3.png|item_0202_2_f_4.png,item_0202_3_f_1.png|item_0202_3_f_1.png|item_0202_3_f_2.png|item_0202_3_f_2.png,item_0202_4_f_1.png|item_0202_4_f_1.png|item_0202_4_f_2.png|item_0202_4_f_2.png,item_0202_5_f_1.png|item_0202_5_f_1.png|item_0202_5_f_2.png|item_0202_5_f_2.png,item_0202_1_b_1.png|item_0202_1_b_2.png|item_0202_1_b_3.png|item_0202_1_b_4.png,item_0202_2_b_1.png|item_0202_2_b_2.png|item_0202_2_b_3.png|item_0202_2_b_4.png,item_0202_3_b_1.png|item_0202_3_b_1.png|item_0202_3_b_2.png|item_0202_3_b_2.png,item_0202_4_b_1.png|item_0202_4_b_1.png|item_0202_4_b_2.png|item_0202_4_b_2.png,item_0202_5_b_1.png|item_0202_5_b_1.png|item_0202_5_b_2.png|item_0202_5_b_2.png
2020,STRING_GOODS_2020,,T_NEWYORK,GOODS_OTHER,602,텀블러,GOODS_EXP,ITEM_RARE_N,100,10000,10000,3,3,2,0,20,0,0,5,0,icon_item_20076_1.png|icon_item_20076_1.png|icon_item_20076_1.png|icon_item_20076_1.png|icon_item_20076_1.png,shop_item_0237_1.png|shop_item_0237_2.png|shop_item_0237_3.png|shop_item_0237_4.png|shop_item_0237_5.png,item_0237_1_f_1.png|item_0237_1_f_2.png|item_0237_1_f_3.png|item_0237_1_f_4.png,item_0237_2_f_1.png|item_0237_2_f_2.png|item_0237_2_f_3.png|item_0237_2_f_4.png,item_0237_3_f_1.png|item_0237_3_f_1.png|item_0237_3_f_2.png|item_0237_3_f_2.png,item_0237_4_f_1.png|item_0237_4_f_2.png|item_0237_4_f_3.png|item_0237_4_f_4.png,item_0237_5_f_1.png|item_0237_5_f_2.png|item_0237_5_f_3.png|item_0237_5_f_4.png,item_0237_1_b_1.png|item_0237_1_b_2.png|item_0237_1_b_3.png|item_0237_1_b_4.png,item_0237_2_b_1.png|item_0237_2_b_2.png|item_0237_2_b_3.png|item_0237_2_b_4.png,item_0237_3_b_1.png|item_0237_3_b_1.png|item_0237_3_b_2.png|item_0237_3_b_2.png,item_0237_4_b_1.png|item_0237_4_b_2.png|item_0237_4_b_3.png|item_0237_4_b_4.png,item_0237_5_b_1.png|item_0237_5_b_2.png|item_0237_5_b_3.png|item_0237_5_b_4.png
2021,STRING_GOODS_2021,STRING_GOODS_second_2021,T_VENEZIA,GOODS_OTHER,602,리버티 지갑,GOODS_EXP,ITEM_RARE_N,100,10000,10000,3,3,2,0,24,0,0,5,0,icon_item_20077_1.png|icon_item_20077_1.png|icon_item_20077_1.png|icon_item_20077_1.png|icon_item_20077_1.png,shop_item_0135_1.png|shop_item_0135_1.png|shop_item_0135_1.png|shop_item_0135_1.png|shop_item_0135_1.png,item_0135_1_f_1.png|item_0135_1_f_2.png|item_0135_1_f_3.png|item_0135_1_f_4.png,item_0135_1_f_1.png|item_0135_1_f_2.png|item_0135_1_f_3.png|item_0135_1_f_4.png,item_0135_1_f_1.png|item_0135_1_f_2.png|item_0135_1_f_3.png|item_0135_1_f_4.png,item_0135_1_f_1.png|item_0135_1_f_2.png|item_0135_1_f_3.png|item_0135_1_f_4.png,item_0135_1_f_1.png|item_0135_1_f_2.png|item_0135_1_f_3.png|item_0135_1_f_4.png,item_0135_1_b_1.png|item_0135_1_b_2.png|item_0135_1_b_3.png|item_0135_1_b_4.png,item_0135_1_b_1.png|item_0135_1_b_2.png|item_0135_1_b_3.png|item_0135_1_b_4.png,item_0135_1_b_1.png|item_0135_1_b_2.png|item_0135_1_b_3.png|item_0135_1_b_4.png,item_0135_1_b_1.png|item_0135_1_b_2.png|item_0135_1_b_3.png|item_0135_1_b_4.png,item_0135_1_b_1.png|item_0135_1_b_2.png|item_0135_1_b_3.png|item_0135_1_b_4.png
2022,STRING_GOODS_2022,STRING_GOODS_second_2022,T_VENEZIA,GOODS_OTHER,602,코코리얼 향수,GOODS_GOLD,ITEM_RARE_N,100,4000,4000,3,3,1,45,0,0,5,0,0,icon_item_20078_1.png|icon_item_20078_1.png|icon_item_20078_1.png|icon_item_20078_1.png|icon_item_20078_1.png,shop_item_0136_1.png|shop_item_0136_1.png|shop_item_0136_1.png|shop_item_0136_1.png|shop_item_0136_1.png,item_0136_1_f_1.png|item_0136_1_f_2.png|item_0136_1_f_3.png|item_0136_1_f_4.png,item_0136_1_f_1.png|item_0136_1_f_2.png|item_0136_1_f_3.png|item_0136_1_f_4.png,item_0136_1_f_1.png|item_0136_1_f_2.png|item_0136_1_f_3.png|item_0136_1_f_4.png,item_0136_1_f_1.png|item_0136_1_f_2.png|item_0136_1_f_3.png|item_0136_1_f_4.png,item_0136_1_f_1.png|item_0136_1_f_2.png|item_0136_1_f_3.png|item_0136_1_f_4.png,item_0136_1_b_1.png|item_0136_1_b_2.png|item_0136_1_b_3.png|item_0136_1_b_4.png,item_0136_1_b_1.png|item_0136_1_b_2.png|item_0136_1_b_3.png|item_0136_1_b_4.png,item_0136_1_b_1.png|item_0136_1_b_2.png|item_0136_1_b_3.png|item_0136_1_b_4.png,item_0136_1_b_1.png|item_0136_1_b_2.png|item_0136_1_b_3.png|item_0136_1_b_4.png,item_0136_1_b_1.png|item_0136_1_b_2.png|item_0136_1_b_3.png|item_0136_1_b_4.png
2023,STRING_GOODS_2023,STRING_GOODS_second_2023,T_VENEZIA,GOODS_OTHER,602,보스 넥타이,GOODS_EXP,ITEM_RARE_N,100,4000,4000,3,3,1,0,16,0,0,5,0,icon_item_20079_1.png|icon_item_20079_1.png|icon_item_20079_1.png|icon_item_20079_1.png|icon_item_20079_1.png,shop_item_0137_1.png|shop_item_0137_1.png|shop_item_0137_1.png|shop_item_0137_1.png|shop_item_0137_1.png,item_0137_1_f_1.png|item_0137_1_f_2.png|item_0137_1_f_3.png|item_0137_1_f_4.png,item_0137_1_f_1.png|item_0137_1_f_2.png|item_0137_1_f_3.png|item_0137_1_f_4.png,item_0137_1_f_1.png|item_0137_1_f_2.png|item_0137_1_f_3.png|item_0137_1_f_4.png,item_0137_1_f_1.png|item_0137_1_f_2.png|item_0137_1_f_3.png|item_0137_1_f_4.png,item_0137_1_f_1.png|item_0137_1_f_2.png|item_0137_1_f_3.png|item_0137_1_f_4.png,item_0137_1_b_1.png|item_0137_1_b_2.png|item_0137_1_b_3.png|item_0137_1_b_4.png,item_0137_1_b_1.png|item_0137_1_b_2.png|item_0137_1_b_3.png|item_0137_1_b_4.png,item_0137_1_b_1.png|item_0137_1_b_2.png|item_0137_1_b_3.png|item_0137_1_b_4.png,item_0137_1_b_1.png|item_0137_1_b_2.png|item_0137_1_b_3.png|item_0137_1_b_4.png,item_0137_1_b_1.png|item_0137_1_b_2.png|item_0137_1_b_3.png|item_0137_1_b_4.png
2024,STRING_GOODS_2024,,T_BEIJING,GOODS_OTHER,602,파운데이션,GOODS_EXP,ITEM_RARE_N,100,10000,10000,3,3,2,0,23,0,0,5,0,icon_item_20080_1.png|icon_item_20080_1.png|icon_item_20080_1.png|icon_item_20080_1.png|icon_item_20080_1.png,shop_item_0150_1.png|shop_item_0150_1.png|shop_item_0150_1.png|shop_item_0150_1.png|shop_item_0150_1.png,item_0150_1_f_1.png|item_0150_1_f_2.png|item_0150_1_f_3.png|item_0150_1_f_4.png,item_0150_1_f_1.png|item_0150_1_f_2.png|item_0150_1_f_3.png|item_0150_1_f_4.png,item_0150_1_f_1.png|item_0150_1_f_2.png|item_0150_1_f_3.png|item_0150_1_f_4.png,item_0150_1_f_1.png|item_0150_1_f_2.png|item_0150_1_f_3.png|item_0150_1_f_4.png,item_0150_1_f_1.png|item_0150_1_f_2.png|item_0150_1_f_3.png|item_0150_1_f_4.png,item_0150_1_b_1.png|item_0150_1_b_2.png|item_0150_1_b_3.png|item_0150_1_b_4.png,item_0150_1_b_1.png|item_0150_1_b_2.png|item_0150_1_b_3.png|item_0150_1_b_4.png,item_0150_1_b_1.png|item_0150_1_b_2.png|item_0150_1_b_3.png|item_0150_1_b_4.png,item_0150_1_b_1.png|item_0150_1_b_2.png|item_0150_1_b_3.png|item_0150_1_b_4.png,item_0150_1_b_1.png|item_0150_1_b_2.png|item_0150_1_b_3.png|item_0150_1_b_4.png
2025,STRING_GOODS_2025,STRING_GOODS_second_2025,T_VENEZIA,GOODS_OTHER,602,고급 만년필,GOODS_GOLD,ITEM_RARE_N,100,10000,10000,3,3,2,53,0,0,5,0,0,icon_item_20081_1.png|icon_item_20081_1.png|icon_item_20081_1.png|icon_item_20081_1.png|icon_item_20081_1.png,shop_item_0151_1.png|shop_item_0151_1.png|shop_item_0151_1.png|shop_item_0151_1.png|shop_item_0151_1.png,item_0151_1_f_1.png|item_0151_1_f_1.png|item_0151_1_f_2.png|item_0151_1_f_2.png,item_0151_1_f_1.png|item_0151_1_f_1.png|item_0151_1_f_2.png|item_0151_1_f_2.png,item_0151_1_f_1.png|item_0151_1_f_1.png|item_0151_1_f_2.png|item_0151_1_f_2.png,item_0151_1_f_1.png|item_0151_1_f_1.png|item_0151_1_f_2.png|item_0151_1_f_2.png,item_0151_1_f_1.png|item_0151_1_f_1.png|item_0151_1_f_2.png|item_0151_1_f_2.png,item_0151_1_b_1.png|item_0151_1_b_1.png|item_0151_1_b_2.png|item_0151_1_b_2.png,item_0151_1_b_1.png|item_0151_1_b_1.png|item_0151_1_b_2.png|item_0151_1_b_2.png,item_0151_1_b_1.png|item_0151_1_b_1.png|item_0151_1_b_2.png|item_0151_1_b_2.png,item_0151_1_b_1.png|item_0151_1_b_1.png|item_0151_1_b_2.png|item_0151_1_b_2.png,item_0151_1_b_1.png|item_0151_1_b_1.png|item_0151_1_b_2.png|item_0151_1_b_2.png
2026,STRING_GOODS_2026,,T_TOKYO,GOODS_OTHER,602,스노우볼,GOODS_GOLD,ITEM_RARE_N,100,4000,4000,3,3,1,43,0,0,5,0,0,icon_item_20082_1.png|icon_item_20082_1.png|icon_item_20082_1.png|icon_item_20082_1.png|icon_item_20082_1.png,shop_item_0152_1.png|shop_item_0152_1.png|shop_item_0152_1.png|shop_item_0152_1.png|shop_item_0152_1.png,item_0152_1_f_1.png|item_0152_1_f_1.png|item_0152_1_f_1.png|item_0152_1_f_1.png,item_0152_1_f_1.png|item_0152_1_f_1.png|item_0152_1_f_1.png|item_0152_1_f_1.png,item_0152_1_f_1.png|item_0152_1_f_1.png|item_0152_1_f_1.png|item_0152_1_f_1.png,item_0152_1_f_1.png|item_0152_1_f_1.png|item_0152_1_f_1.png|item_0152_1_f_1.png,item_0152_1_f_1.png|item_0152_1_f_1.png|item_0152_1_f_1.png|item_0152_1_f_1.png,item_0152_1_b_1.png|item_0152_1_b_1.png|item_0152_1_b_1.png|item_0152_1_b_1.png,item_0152_1_b_1.png|item_0152_1_b_1.png|item_0152_1_b_1.png|item_0152_1_b_1.png,item_0152_1_b_1.png|item_0152_1_b_1.png|item_0152_1_b_1.png|item_0152_1_b_1.png,item_0152_1_b_1.png|item_0152_1_b_1.png|item_0152_1_b_1.png|item_0152_1_b_1.png,item_0152_1_b_1.png|item_0152_1_b_1.png|item_0152_1_b_1.png|item_0152_1_b_1.png
2027,STRING_GOODS_2027,STRING_GOODS_second_2027,T_SEOUL,GOODS_OTHER,602,스캔들 미스트,GOODS_GOLD,ITEM_RARE_N,100,10000,10000,3,3,2,54,0,0,5,0,0,icon_item_20083_1.png|icon_item_20083_1.png|icon_item_20083_1.png|icon_item_20083_1.png|icon_item_20083_1.png,shop_item_0169_1.png|shop_item_0169_1.png|shop_item_0169_1.png|shop_item_0169_1.png|shop_item_0169_1.png,item_0169_1_f_1.png|item_0169_1_f_2.png|item_0169_1_f_3.png|item_0169_1_f_4.png,item_0169_1_f_1.png|item_0169_1_f_2.png|item_0169_1_f_3.png|item_0169_1_f_4.png,item_0169_1_f_1.png|item_0169_1_f_2.png|item_0169_1_f_3.png|item_0169_1_f_4.png,item_0169_1_f_1.png|item_0169_1_f_2.png|item_0169_1_f_3.png|item_0169_1_f_4.png,item_0169_1_f_1.png|item_0169_1_f_2.png|item_0169_1_f_3.png|item_0169_1_f_4.png,item_0169_1_b_1.png|item_0169_1_b_2.png|item_0169_1_b_3.png|item_0169_1_b_4.png,item_0169_1_b_1.png|item_0169_1_b_2.png|item_0169_1_b_3.png|item_0169_1_b_4.png,item_0169_1_b_1.png|item_0169_1_b_2.png|item_0169_1_b_3.png|item_0169_1_b_4.png,item_0169_1_b_1.png|item_0169_1_b_2.png|item_0169_1_b_3.png|item_0169_1_b_4.png,item_0169_1_b_1.png|item_0169_1_b_2.png|item_0169_1_b_3.png|item_0169_1_b_4.png
2028,STRING_GOODS_2028,STRING_GOODS_second_2028,T_TOKYO,GOODS_OTHER,602,디지털 카메라,GOODS_EXP,ITEM_RARE_N,100,10000,10000,3,3,2,0,21,0,0,5,0,icon_item_20084_1.png|icon_item_20084_1.png|icon_item_20084_1.png|icon_item_20084_1.png|icon_item_20084_1.png,shop_item_0173_1.png|shop_item_0173_2.png|shop_item_0173_3.png|shop_item_0173_3.png|shop_item_0173_3.png,item_0173_1_f_1.png|item_0173_1_f_2.png|item_0173_1_f_3.png|item_0173_1_f_4.png,item_0173_2_f_1.png|item_0173_2_f_1.png|item_0173_2_f_2.png|item_0173_2_f_2.png,item_0173_3_f_1.png|item_0173_3_f_1.png|item_0173_3_f_2.png|item_0173_3_f_2.png,item_0173_3_f_1.png|item_0173_3_f_1.png|item_0173_3_f_2.png|item_0173_3_f_2.png,item_0173_3_f_1.png|item_0173_3_f_1.png|item_0173_3_f_2.png|item_0173_3_f_2.png,item_0173_1_b_1.png|item_0173_1_b_2.png|item_0173_1_b_3.png|item_0173_1_b_4.png,item_0173_2_b_1.png|item_0173_2_b_1.png|item_0173_2_b_2.png|item_0173_2_b_2.png,item_0173_3_b_1.png|item_0173_3_b_1.png|item_0173_3_b_2.png|item_0173_3_b_2.png,item_0173_3_b_1.png|item_0173_3_b_1.png|item_0173_3_b_2.png|item_0173_3_b_2.png,item_0173_3_b_1.png|item_0173_3_b_1.png|item_0173_3_b_2.png|item_0173_3_b_2.png
2029,STRING_GOODS_2029,STRING_GOODS_second_2029,T_SEOUL,GOODS_OTHER,602,휴대용 게임기,GOODS_GOLD,ITEM_RARE_N,100,5000,5000,3,3,1,100,0,0,5,0,0,icon_item_20149_1.png|icon_item_20149_1.png|icon_item_20149_1.png|icon_item_20149_1.png|icon_item_20149_1.png,icon_item_20149_1.png|icon_item_20149_1.png|icon_item_20149_1.png|icon_item_20149_1.png|icon_item_20149_1.png,item_10005_1_f_2.png|item_10005_1_f_1.png|item_10005_1_f_2.png|item_10005_1_f_1.png,item_10005_1_f_2.png|item_10005_1_f_1.png|item_10005_1_f_2.png|item_10005_1_f_1.png,item_10005_1_f_2.png|item_10005_1_f_1.png|item_10005_1_f_2.png|item_10005_1_f_1.png,item_10005_1_f_2.png|item_10005_1_f_1.png|item_10005_1_f_2.png|item_10005_1_f_1.png,item_10005_1_f_2.png|item_10005_1_f_1.png|item_10005_1_f_2.png|item_10005_1_f_1.png,item_10005_1_b_2.png|item_10005_1_b_1.png|item_10005_1_b_2.png|item_10005_1_b_1.png,item_10005_1_b_2.png|item_10005_1_b_1.png|item_10005_1_b_2.png|item_10005_1_b_1.png,item_10005_1_b_2.png|item_10005_1_b_1.png|item_10005_1_b_2.png|item_10005_1_b_1.png,item_10005_1_b_2.png|item_10005_1_b_1.png|item_10005_1_b_2.png|item_10005_1_b_1.png,item_10005_1_b_2.png|item_10005_1_b_1.png|item_10005_1_b_2.png|item_10005_1_b_1.png
10000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3001,STRING_GOODS_3001,,T_SEOUL,GOODS_ICE,603,메론아,GOODS_GOLD,ITEM_RARE_N,100,3000,3000,3,3,1,39,0,0,5,0,0,icon_item_20085_1.png|icon_item_20085_1.png|icon_item_20085_1.png|icon_item_20085_1.png|icon_item_20085_1.png,shop_item_0003_2.png|shop_item_0003_2.png|shop_item_0003_2.png|shop_item_0003_2.png|shop_item_0003_2.png,item_0003_2_f_1.png|item_0003_2_f_1.png|item_0003_2_f_2.png|item_0003_2_f_4.png,item_0003_2_f_1.png|item_0003_2_f_1.png|item_0003_2_f_2.png|item_0003_2_f_4.png,item_0003_2_f_1.png|item_0003_2_f_1.png|item_0003_2_f_2.png|item_0003_2_f_4.png,item_0003_2_f_1.png|item_0003_2_f_1.png|item_0003_2_f_2.png|item_0003_2_f_4.png,item_0003_2_f_1.png|item_0003_2_f_1.png|item_0003_2_f_2.png|item_0003_2_f_4.png,item_0003_2_b_1.png|item_0003_2_b_1.png|item_0003_2_b_2.png|item_0003_2_b_4.png,item_0003_2_b_1.png|item_0003_2_b_1.png|item_0003_2_b_2.png|item_0003_2_b_4.png,item_0003_2_b_1.png|item_0003_2_b_1.png|item_0003_2_b_2.png|item_0003_2_b_4.png,item_0003_2_b_1.png|item_0003_2_b_1.png|item_0003_2_b_2.png|item_0003_2_b_4.png,item_0003_2_b_1.png|item_0003_2_b_1.png|item_0003_2_b_2.png|item_0003_2_b_4.png
3002,STRING_GOODS_3002,,T_SEOUL,GOODS_ICE,603,팡빠레,GOODS_GOLD,ITEM_RARE_N,100,5000,5000,3,3,1,43,0,0,5,0,0,icon_item_20086_1.png|icon_item_20086_1.png|icon_item_20086_1.png|icon_item_20086_1.png|icon_item_20086_1.png,shop_item_0018_2.png|shop_item_0018_2.png|shop_item_0018_2.png|shop_item_0018_2.png|shop_item_0018_2.png,item_0018_2_f_1.png|item_0018_2_f_2.png|item_0018_2_f_3.png|item_0018_2_f_4.png,item_0018_2_f_1.png|item_0018_2_f_2.png|item_0018_2_f_3.png|item_0018_2_f_4.png,item_0018_2_f_1.png|item_0018_2_f_2.png|item_0018_2_f_3.png|item_0018_2_f_4.png,item_0018_2_f_1.png|item_0018_2_f_2.png|item_0018_2_f_3.png|item_0018_2_f_4.png,item_0018_2_f_1.png|item_0018_2_f_2.png|item_0018_2_f_3.png|item_0018_2_f_4.png,item_0018_2_b_1.png|item_0018_2_b_2.png|item_0018_2_b_3.png|item_0018_2_b_4.png,item_0018_2_b_1.png|item_0018_2_b_2.png|item_0018_2_b_3.png|item_0018_2_b_4.png,item_0018_2_b_1.png|item_0018_2_b_2.png|item_0018_2_b_3.png|item_0018_2_b_4.png,item_0018_2_b_1.png|item_0018_2_b_2.png|item_0018_2_b_3.png|item_0018_2_b_4.png,item_0018_2_b_1.png|item_0018_2_b_2.png|item_0018_2_b_3.png|item_0018_2_b_4.png
3003,STRING_GOODS_3003,,T_NEWYORK,GOODS_ICE,603,너뚜루,GOODS_EXP,ITEM_RARE_N,100,4000,4000,3,3,1,0,13,0,0,5,0,icon_item_20087_1.png|icon_item_20087_1.png|icon_item_20087_1.png|icon_item_20087_1.png|icon_item_20087_1.png,shop_item_0034_3.png|shop_item_0034_3.png|shop_item_0034_3.png|shop_item_0034_3.png|shop_item_0034_3.png,item_0034_3_f_1.png|item_0034_3_f_1.png|item_0034_3_f_2.png|item_0034_3_f_2.png,item_0034_3_f_1.png|item_0034_3_f_1.png|item_0034_3_f_2.png|item_0034_3_f_2.png,item_0034_3_f_1.png|item_0034_3_f_1.png|item_0034_3_f_2.png|item_0034_3_f_2.png,item_0034_3_f_1.png|item_0034_3_f_1.png|item_0034_3_f_2.png|item_0034_3_f_2.png,item_0034_3_f_1.png|item_0034_3_f_1.png|item_0034_3_f_2.png|item_0034_3_f_2.png,item_0034_3_b_1.png|item_0034_3_b_1.png|item_0034_3_b_2.png|item_0034_3_b_2.png,item_0034_3_b_1.png|item_0034_3_b_1.png|item_0034_3_b_2.png|item_0034_3_b_2.png,item_0034_3_b_1.png|item_0034_3_b_1.png|item_0034_3_b_2.png|item_0034_3_b_2.png,item_0034_3_b_1.png|item_0034_3_b_1.png|item_0034_3_b_2.png|item_0034_3_b_2.png,item_0034_3_b_1.png|item_0034_3_b_1.png|item_0034_3_b_2.png|item_0034_3_b_2.png
